City,januari_2008,februari_2008,maret_2008,april_2008,mei_2008,juni_2008,juli_2008,agustus_2008,september_2008,oktober_2008,november_2008,desember_2008,januari_2009,februari_2009,maret_2009,april_2009,mei_2009,juni_2009,juli_2009,agustus_2009,september_2009,oktober_2009,november_2009,desember_2009,januari_2010,februari_2010,maret_2010,april_2010,mei_2010,juni_2010,juli_2010,agustus_2010,september_2010,oktober_2010,november_2010,desember_2010,januari_2011,februari_2011,maret_2011,april_2011,mei_2011,juni_2011,juli_2011,agustus_2011,september_2011,oktober_2011,november_2011,desember_2011,januari_2012,februari_2012,maret_2012,april_2012,mei_2012,juni_2012,juli_2012,agustus_2012,september_2012,oktober_2012,november_2012,desember_2012,januari_2013,februari_2013,maret_2013,april_2013,mei_2013,juni_2013,juli_2013,agustus_2013,september_2013,oktober_2013,november_2013,desember_2013,januari_2014,februari_2014,maret_2014,april_2014,mei_2014,juni_2014,juli_2014,agustus_2014,september_2014,oktober_2014,november_2014,desember_2014,januari_2015,februari_2015,maret_2015,april_2015,mei_2015,juni_2015,juli_2015,agustus_2015,september_2015,oktober_2015,november_2015,desember_2015,januari_2016,februari_2016,maret_2016,april_2016,mei_2016,juni_2016,juli_2016,agustus_2016,september_2016,oktober_2016,november_2016,desember_2016,januari_2017,februari_2017,maret_2017,april_2017,mei_2017,juni_2017,juli_2017,agustus_2017,september_2017,oktober_2017,november_2017,desember_2017,januari_2018,februari_2018,maret_2018,april_2018,mei_2018,juni_2018,juli_2018,agustus_2018,september_2018,oktober_2018,november_2018,desember_2018,januari_2019,februari_2019,maret_2019,april_2019,mei_2019,juni_2019,juli_2019,agustus_2019,september_2019,oktober_2019,november_2019,desember_2019,januari_2020,februari_2020,maret_2020,april_2020,mei_2020,juni_2020,juli_2020,agustus_2020,september_2020,oktober_2020,november_2020,desember_2020,januari_2021,februari_2021,maret_2021,april_2021,mei_2021,juni_2021,juli_2021,agustus_2021,september_2021,oktober_2021,november_2021,desember_2021,januari_2022,februari_2022,maret_2022,april_2022,mei_2022,juni_2022,juli_2022,agustus_2022,september_2022,oktober_2022,november_2022,desember_2022,januari_2023,februari_2023,maret_2023,april_2023,mei_2023,juni_2023,juli_2023,agustus_2023,september_2023,oktober_2023,november_2023
KOTA BALIKPAPAN,163.52,165.26,167.76,168.96,169.72,110.64,112.49,113.49,113.98,115.07,114.9,114.43,113.82,114.06,114.46,114.61,114.69,114.81,116.15,116.92,117.74,117.98,118.18,118.55,119.82,120.82,121.57,121.89,122.04,122.5,125.91,127.07,127.57,126.44,126.39,127.3,129.33,129.91,130.33,130.92,131.31,133.13,135.51,135.86,135.76,135.56,135.16,135.51,138.14,138.02,138.37,139.11,139.17,139.52,141.58,144.19,143.46,142.94,142.83,144.2,145.77,146.56,147.84,148,148.23,149.33,154.93,156.95,154.86,155.04,154.52,156.54,112.16,111.96,111.85,112.73,113.09,113.64,114.34,115.02,115.61,115.05,116.23,118.92,120.93,121.8,120.93,120.54,121.45,122.94,125.45,125.16,125,126.09,125.41,126.36,126.09,126.72,126.67,126.16,126.33,128.53,129.85,129.61,129.88,129.79,129.94,131.58,133,132.65,132.61,132.51,132.94,134.78,134.08,133.25,133.51,133.21,132.94,134.81,135.06,135.21,135.58,135.98,136.45,138.22,139.64,139.61,138.77,137.83,137.85,139.03,139.72,140,139.61,139.96,141.01,142.36,142.24,141.5,141.46,140.49,140.69,141.64,102.96,103.41,103.25,103.27,103.59,103.88,103.57,103.35,102.87,102.7,103.1,103.36,103.38,103.67,103.84,103.86,104.12,104.61,104.58,104.43,104.63,104.68,104.96,105.72,106.58,106.04,107.2,108.63,109.19,109.77,110.57,110.21,111.18,111.28,111.33,111.55,112.01,112.36,113.11,113.56,113.93,114.02,114.63,114.45,114.47,114.62,115.12
KOTA SAMARINDA,163.65,163.65,165.99,166.91,170.38,113.57,114.97,115.57,116.93,118.13,116.63,116.86,116.34,118.23,118.6,118.9,118.81,119.1,118.88,119.81,121.25,121.4,121.29,121.6,122.33,123.26,124.12,124.34,124.5,125.04,127.52,128.06,129.14,128.49,129.51,130.11,133.3,133.33,133.72,134.23,133.85,135.31,135.91,137.79,138.51,137.47,137.43,138.22,140.06,140.62,141.16,140.81,140.44,141.31,142.13,145.38,144.57,143.73,144.26,144.87,147.9,148.9,149.08,149.39,148.74,150.69,156.87,160.35,159.27,159.33,159.5,159.89,114.14,113.78,113.97,113.98,114.15,114.42,115.18,115.17,115.22,115.91,117.24,120.19,120.9,120.7,120.41,120.7,120.86,121.83,123.08,123.21,123.14,123.36,123.68,125.29,125.92,125.98,126.54,126.16,126.22,126.99,127.25,127.74,127.49,127.36,127.72,128.83,130.14,130.31,130.68,131.06,131.56,132.45,133.25,133.21,132.99,132.77,132.61,133.58,134.15,134.57,134.41,134.81,135.32,135.94,137.07,137.46,137.45,137.78,137.61,138.02,138.85,138.6,138.45,138.54,139.12,139.33,140.15,140.25,139.6,139.43,139.8,140.07,103.78,104.16,104,103.71,103.86,104.04,104.41,104.24,103.89,103.67,104.04,104.29,104.54,104.65,104.9,105.17,105.41,105.7,105.69,105.48,105.61,105.64,105.74,106.43,107.4,107.18,107.61,108.74,109.44,109.9,110.47,110.25,111.17,111.42,111.7,111.99,112.48,112.44,113.02,113.53,113.65,113.93,114.32,114.44,114.66,114.94,115.29
KOTA TARAKAN,108.58,108.51,110.3,110.72,112.38,115.17,117.63,118.24,121.55,120.81,120.53,122.55,122.85,123.1,123.2,123.31,123.08,124.85,126.08,127.3,129.25,128.3,129.12,131.39,133.25,135.68,135.19,132.38,131.91,132.8,133.58,137.27,139.74,138.61,139.3,141.8,144.13,146.03,146.28,146.01,144.35,145.16,145.74,146.4,146.48,147.4,148.65,150.92,153.1,154.51,154.19,153.41,153.05,154.28,156.57,158.74,158.32,158.57,158.15,159.96,163.42,163.88,164.96,165.63,166.97,169.4,174.33,177.19,176.53,177.51,175.42,176.52,113.64,114.31,115.44,115.66,115.95,116.58,119.51,120.18,121.03,121.48,123.55,126.63,127.07,126.44,126.43,126.7,127.26,127.99,129.78,129.58,129.21,129.64,129.7,130.96,132.04,132.27,132.39,132.98,133.74,135.87,136.28,135.7,135.1,135.52,136.04,136.6,137.54,137.59,138.14,138.51,139.21,141.84,141.45,140.32,139.98,139.42,139.17,140.38,141.07,141.19,141.15,141.56,142.27,146.13,144.09,144.99,143.93,143.98,145.08,147.4,148.82,148.78,147.84,148.72,149.86,150.66,149.7,148.32,147.47,147.03,147.95,149.56,103.89,103.63,103.15,103.36,103.08,104.1,104.35,104.72,105.38,105.08,105.03,105.17,104.28,104.27,104.07,104.83,106.09,105.9,105.88,105.49,105.35,106.07,107.19,108.15,108.42,108.41,108.97,109.77,110.6,110.84,111.39,110.79,111.86,111.68,111.74,112.4,112.76,112.86,113.17,113.83,113.6,114.12,114.53,114.38,114.41,114.26,114.62
KOTA MANADO,156.07,155.62,157.53,158.02,159.33,111.64,114.24,114.98,115.01,115.11,114.68,115.21,113.66,115.08,116.57,115.03,114.29,114.15,114.67,115.41,115,115.95,117.42,117.87,118.35,118.93,118.72,118.62,120.25,118.96,121.46,122.94,123.49,122.63,123.42,125.27,126.46,126.73,126.91,125.09,125,125.09,125.19,125.31,125.03,125.44,124.94,126.11,125.94,126.69,128.11,130.2,129.11,129.75,130.85,133.68,131.57,132.26,133.6,133.73,133.08,134.81,136.86,136.1,135.89,136.17,141.56,144.78,141.74,140.18,140.8,144.59,109.3,109.05,109.39,109.72,109.55,110.28,111.22,110.93,110.9,112.47,114.23,118.61,117.77,117.54,118.13,118.2,119.32,119.91,121.15,120.51,121.26,123.07,123.06,125.2,124.98,123.96,123.92,122.84,123.01,124.31,125.35,124.87,124.02,124.03,127.58,125.64,127.02,128.49,128.79,128.77,127.31,128.77,129.88,129.61,128.26,128.18,128.06,128.71,129.34,130.06,130.23,131.65,132.37,133.23,132.32,131.16,130.12,130.22,132.61,133.64,135.09,134.36,133.43,131.74,135.16,140.02,138.32,136.25,134.84,136.49,140.99,138.34,105.85,105.81,104.86,104.64,104.63,104.83,104.52,105.26,104.88,104.99,105.27,105.76,106.37,106.41,106.59,107.61,107.29,107.36,107.66,107.37,107.04,107.51,107.54,108.56,108.74,107.86,108.29,109.97,110.17,111.11,111.91,111.5,112.65,112.51,112.16,112.9,113.31,113.07,113.92,114.21,113.96,114.09,114.06,113.8,113.96,115.03,115.36
KOTA PALU,167.87,168.27,167.75,168.69,171.85,109.64,112.55,113.77,115.13,115.16,114.07,114.41,114.87,115.25,116.45,115.46,115.86,116.03,117.17,119,119.92,118.52,119.9,120.96,121.1,120.98,120.19,120.03,121.18,122.19,123.62,127.02,128.22,125.86,126.51,128.7,130.16,131.02,131.9,129.96,130.72,130.99,132.79,135.33,132.18,131.88,132.44,134.45,135.06,135,135.2,135.41,136.24,137.53,140.09,144.02,141.14,140.71,139.98,142.34,142.6,143.42,143.27,141.91,141.64,142.88,149.44,152.58,151.43,150.38,151.39,153.12,111.58,110.78,111.45,111.68,112.58,113.64,115.38,115.54,115.12,116.63,116.87,120.21,120.35,118.14,117.34,117.78,120.42,120.46,122.05,121.14,121.29,122.24,122.81,125.22,124.71,123.95,124.42,123.76,124.75,125.53,126.02,125.5,126.24,125.04,125.65,127.09,128.77,129.14,129.46,130.06,131.11,132.1,132.16,132.23,132.06,130.33,130.15,132.59,133.5,133.08,132.97,133.98,134.33,136.87,137.14,137.06,135.39,138.46,139.61,141.15,141.45,141.04,140.4,141.41,142.78,144.15,143.17,143.62,143.12,142.83,143.21,144.4,104.96,105.53,105.16,105.34,105.5,105.86,106.03,106.1,105.99,106.42,106.46,107.13,107.4,107.57,107.8,107.89,108.62,107.69,107.81,108.34,108.33,108.38,108.58,109.42,110.63,110.06,111.28,112.86,112.64,112.97,114.31,114.6,115.2,114.97,114.86,115.78,116.39,116.19,116.78,116.83,116.86,117.07,117.2,117.35,117.48,117.58,117.79
BULUKUMBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.06,117.18,117.21,117.9,117.73,118.31,120,120.33,119.99,120.34,122.27,125.61,125.47,124.24,124.49,124.42,124.77,125.55,126.7,127.23,127.95,126.63,126.69,128.34,128.93,127.58,127.18,126.65,127.02,128.21,128.32,128.25,129.02,129.09,129.85,130.24,131.53,132.55,132.34,133.18,133.21,134.85,135.86,136.39,136.31,135.64,135.9,136.31,138.1,138.73,138.72,139.26,139.81,140.64,141.36,141.19,140.66,140.41,140.99,141.56,142.84,142.53,142.3,142.77,144.05,144.16,144.06,144.46,144.39,144.36,144.49,144.75,104.54,105.18,105.34,105.73,106.03,106.06,106.05,106.01,106.06,106.14,106.24,106.71,106.79,107.05,107.17,107.62,108.05,108.01,108.06,107.87,107.73,107.77,108.26,109.02,109.58,109.29,110.51,111.2,111.41,111.92,112.55,111.88,113.12,112.83,112.96,113.51,114.1,114.24,114.68,114.9,115.24,115.26,115.27,115.22,115.54,115.77,116.07
WATAMPONE,107.36,110.51,109.87,111.14,109.72,116.59,117.99,118.75,120.81,121.7,121.46,121.14,121.54,122.62,123.73,123.42,123.79,124.77,124.27,125.99,128.32,128.15,128.65,129.43,131.23,131.93,131.27,130.85,131.59,131.89,134.07,137.08,138.2,137.07,137.26,138.15,139.45,139.62,139.11,138.84,139.87,140.86,142.27,143.97,143.55,142.71,143.53,143.59,144.7,146.67,147.03,147.3,146.89,147.09,148.41,150.36,149.2,148.6,148.38,148.83,150.27,151.04,151.29,151.42,150.68,151.92,155.63,158.64,159.23,159.2,158.86,159.04,108.28,109.35,109.81,110.45,110.82,111.58,112.94,113.01,112.81,112.96,114.57,117.35,115.86,115.07,116.02,115.57,115.73,116.35,116.92,117.05,117.7,117.68,117.93,118.49,119.08,118.22,118.27,118.06,118.39,119.46,119.81,119.72,120.08,119.58,119.98,120.27,122.1,123.07,122.81,123.52,123.8,126.06,126.53,126.91,126.73,126.09,126.14,126.93,128.55,129.05,128.87,129.1,130.05,131.76,132.93,132.9,132.24,132.27,132.6,132.88,133,132.2,131.83,132.35,133.31,134.2,133.99,134.96,134.97,134.69,135.04,135.06,102.84,103.08,103.1,103.32,103.54,103.69,104.05,103.85,103.53,103.94,104.1,104.32,104.4,104.95,104.85,105.68,106.05,106.15,106.02,105.73,105.66,105.45,105.54,106.68,107.12,107.28,108.47,109.78,110.65,111.82,112.4,111.62,112.65,112,111.9,112.57,113.19,113.13,113.75,114.03,114.35,114.23,114.29,114.18,114.46,114.72,115.02
KOTA MAKASSAR,152.02,153.65,155.23,155.3,156.53,109.72,111.11,111.88,113.56,113.35,113.2,113.72,113.79,114.56,114.68,114.18,113.77,113.38,113.84,115.22,116.25,116.5,116.84,117.41,118.94,119.06,118.59,118.01,118.78,119.33,121.85,123.71,124.21,123.65,123.99,125.42,127.2,126.87,126.42,126.4,126.49,127.18,128.05,129.31,128.41,127.79,128.03,129.02,130.64,131.1,131.6,132.07,131.31,132.15,132.94,134.49,134.33,134.2,134.06,134.91,136.52,137.51,137.86,137.72,137.39,138.15,142.33,144.43,144.29,143.22,142.13,143.33,108.65,108.92,108.94,109.3,108.99,109.26,110.47,111.02,111.45,111.93,113.45,116.5,116.43,116.21,116.94,117.38,117.79,118.67,120.2,120.73,121.42,121.38,121.69,122.54,124.21,124.19,124.4,123.91,123.79,124.16,125.56,124.99,125.5,125.53,126.07,126.44,127.88,128.89,128.69,129.12,128.71,129.79,131.15,130.71,130.61,130.24,130.67,132.1,132.99,133.25,133.28,133.55,133.99,135.21,135.86,135.72,134.56,135.03,135.44,136.7,137.44,137.29,137.68,138.3,139.31,139.38,139.39,139.94,139.77,139.91,139.96,140.02,104.02,104.54,104.42,104.92,105.5,105.51,104.94,104.85,104.9,104.76,104.94,105.54,105.87,106.23,106.7,106.96,107.24,106.91,106.98,106.62,106.47,106.54,106.94,107.92,108.52,108.46,108.99,110.37,110.51,110.83,112.22,111.9,113.12,113,113.35,114.19,114.95,114.66,115.52,115.75,115.79,116.05,116.14,116.05,115.94,116.4,116.59
KOTA PARE-PARE,140.24,141.84,143.01,143.77,144.64,107.86,109.07,109.16,109.71,109.84,110.5,110.35,119.84,120.05,119.97,119.55,119.48,119.34,119.92,120.64,121.55,121.25,121.7,121.16,122.7,122.25,121.74,120.76,121.48,122.46,124.29,126.2,126.56,125.34,126.5,128.17,129.42,128.89,128.63,127.97,128.07,128.39,129.45,130.52,129.58,129.01,129.33,130.22,130.73,131,131.2,131.37,131.16,131.65,133.09,135.66,134.48,134.58,134.22,134.76,136.32,137.24,137.33,137.2,136.83,137.57,142.91,146.07,144.44,142.36,142.16,143.26,108.21,108.37,108.29,108.55,108.91,109.33,110.44,110.85,110.89,111.37,113.45,117.71,117.25,116.54,115.36,115.88,116.17,116.96,118.37,118.47,118.67,118.34,118.69,119.57,120.9,120.86,119.77,119.14,119.91,120.53,122.11,121.13,120.52,120.78,121.45,122.09,123.23,123.4,122.84,122.9,122.97,124.6,125.74,125.32,125.44,124.69,124.89,126.28,128.02,128.09,126.87,126.44,127.24,128.08,129.39,129.45,127.39,127.65,127.53,128.76,130.23,129.22,129.41,129.45,131.21,132.6,131.97,132.02,130.9,130.94,132.04,131.91,103.8,103.82,103.72,103.57,103.73,104.4,104.59,104.34,104.53,104.42,104.4,104.47,104.75,105.07,105.18,106.15,107.07,107.03,107.31,107.09,106.76,106.72,107.51,108.74,110.02,110,110.61,111.4,113.49,113.61,114.25,114.12,115.45,114.9,115.15,115.98,116.42,116.11,117.13,117.37,117.68,117.64,117.55,117.4,117.59,117.95,118.05
KOTA PALOPO,106.82,108.09,110.9,110.76,112.97,116.53,119.76,120.28,120.61,120.79,121,122.01,121.5,121.92,123.4,124.62,123.81,123.25,123.74,124.87,125.72,126.33,126.84,127.11,127.91,127.76,128.06,127.5,127.78,128.09,129.57,131.39,131.99,130.71,131.28,132.18,132.73,133.26,133.13,132.91,133.91,134.64,135.43,136.81,136.97,135.96,136.36,136.61,137.43,138.58,138.81,139.53,138.95,140.01,141.41,143.02,142.65,141.98,141.6,142.22,142.95,143.95,144.84,144.06,143.6,144.26,148.56,151.47,150.25,149.76,148.91,149.68,108.86,109,108.84,109.43,109.83,110.28,112.42,112.01,111.34,111.76,113.39,116.54,116.18,115.98,116.4,116.9,116.98,117.88,118.76,118.79,119.35,119.29,119.82,120.48,121.22,121.3,121.6,121.15,120.68,122.65,123.48,122.96,123.02,122.78,123.45,123.78,124.79,125.87,125.56,125.83,125.66,127.41,127.47,127.53,127.48,127.47,127.49,128.67,130.28,131.04,130.86,131.28,131.53,133.43,134.39,134,133.08,132.79,133.15,134.06,134.11,133.92,133.99,134.66,135.39,136.56,136.38,136.35,136.36,136.35,136.55,136.62,103.37,103.41,103.32,103.67,104.18,104.25,104.41,104.3,104.12,104.22,104.21,104.49,104.76,104.88,104.87,105.3,106.35,106.3,106.92,106.86,106.72,106.66,106.89,107.58,107.97,107.94,108.43,109.69,110.14,110.58,111.24,111.53,113.47,112.91,112.69,113.1,113.66,113.73,114.71,115.06,115.41,115.15,115.29,115.02,114.85,115.02,115.03
KOTA KENDARI,172.64,172.52,174.28,175.05,178.78,112.86,114.86,114.79,116.59,117.65,116.92,117.45,119.78,120.01,120.96,122.09,121.61,120.55,121.2,121.7,123.2,123.66,122.71,122.85,123.55,122.59,122.6,122.98,123.54,123.46,126.16,128.66,128.12,127.45,127.26,127.61,129.93,130.53,130.61,130.35,131.76,132.76,134.94,138.97,138.21,134.09,133.86,134.11,135.17,136.98,137.27,137.88,138.02,138.93,139.79,142.33,141.02,140.73,141.12,141.15,141.24,141.1,141.41,141.43,142.47,144.16,151.15,152.57,151.32,149.52,149.58,149.5,108.5,107.45,107.34,107.43,107.7,108.71,110.69,110.57,110.43,110.63,112.48,116.16,115.05,114,114.65,114.62,115.35,115.67,116.54,117.29,118,117.58,117.46,118.06,119.82,119.9,120.18,119.43,119.61,120.72,121.65,121.66,121.65,121.79,121.52,121.68,122.75,123.35,123.06,122.9,123.74,128.17,128.76,126.86,125.89,124.87,124.44,125.28,126.02,126.08,125.98,125.78,126.99,129.54,130.4,128.72,128.03,128.23,128.59,128.48,129.32,129.36,129.05,129.65,131.98,135.35,135.03,132.92,133.55,132.76,132.28,132.62,103.58,103.09,103.15,103.1,103.42,104.8,105.06,105.28,105.55,105.04,104.81,105.28,105.03,104.91,105.32,105.54,106.76,107.06,107.81,108.48,108.74,107.98,108.19,108.49,108.81,108.71,108.63,110.59,112.13,111.45,113.98,114.39,114.88,115.19,115.6,116.2,115.93,115.37,116.14,116.68,117.51,117.93,118.2,118.22,118.67,118.66,118.86
KOTA BAU-BAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.84,110.24,109.84,110.62,112.17,112.72,114.49,116.21,115.31,116.07,117.95,121.89,122.28,121.87,121.39,122.26,122.49,123.88,125.38,124.77,124.87,123.6,125.17,126.7,128.24,126.99,126.94,126,127.82,128.2,130.17,129.23,129.58,130.13,128.12,128.87,129.45,129.26,129.29,128.42,128.64,131.62,134.83,132.46,132.65,131.22,131.76,132.74,133.67,133.91,132.42,132.24,133.96,136.56,138.2,134.76,133.46,133.88,134.44,136.61,137.45,136.59,136.45,136.83,137.04,137.69,139.31,136.38,136.24,136.01,137.19,138.45,102.09,102.2,102.26,103.16,103.25,103.19,103.94,104.35,103.93,103.22,103.63,104.82,103.86,104.41,103.38,104.21,105.28,104.74,105.69,105.82,105.46,105,105.84,105.92,107.13,107.29,108.31,109.52,110.23,111.3,112.89,112.09,112.62,112.73,113.06,114.76,114.26,114.32,114.39,114.7,115.66,115.51,116.22,116.7,117.03,116.71,116.43
KOTA GORONTALO,156.87,155.37,155.83,155.68,157.71,108.85,110.23,112.81,113.21,113.46,113.36,113.39,114.13,115.14,116.03,115.97,116.53,116.71,117.06,117.64,117.7,118.22,119.3,118.32,118.77,120.77,120.2,119.15,119.66,119.9,121.64,126.2,126.65,125.2,126.37,127.11,127.24,127.15,127.14,126.5,127.66,128.43,130.05,131.15,130.79,131.51,131.43,132.3,134.48,135.42,134.65,136.44,135.64,136.07,137.38,139.5,137.85,138,138.57,139.32,140.21,140.12,141.62,141.39,140.79,140.95,144.86,147.6,142.53,143.29,145.22,147.46,108.98,107.91,108.24,109.2,108.83,109.32,110.16,109.59,109.62,110.01,110.7,115.26,113.8,113.11,113.96,114.13,115.16,115.98,116.84,117.52,117.72,117.78,117.99,120.22,119.52,120.32,120.5,120.11,120.42,121.65,121.72,121.47,120.98,120.47,121.21,121.78,123.34,123.74,123.79,123.64,123.88,126.14,127.44,126.2,126.32,125.87,126.08,127.07,127.93,126.86,127.29,127.14,128.03,128.51,128.69,128.66,128.58,128.77,129.06,129.8,130.04,129.16,129.28,129.92,132.05,132.45,132.42,133.36,132.91,132.94,133.25,133.53,103.61,103.94,103.81,103.73,103.39,103.77,103.85,103.88,103.82,103.95,104.2,104.42,105.06,105.29,105.92,106.29,106.61,106.69,107.07,106.9,105.94,106.52,106.14,107.12,106.88,106.48,107.81,109.12,109.52,111.33,111.97,111.38,111.93,111.94,111.88,112.64,112.97,112.63,112.86,112.88,112.97,113.64,113.92,113.63,113.23,114.36,115.48
MAMUJU,106.32,107.17,108.38,108.82,109.65,112.98,113.9,117.56,119.6,117.74,117.84,119.25,118.24,118.42,118.83,118.97,118.8,118.9,118.69,119.4,120.62,120.27,120.36,121.37,123.48,122.87,122.39,120.99,121.48,123.13,123.83,124.78,125.07,126.14,127.29,127.59,128.58,130.06,129.63,129.49,130.36,130.74,132.06,133.84,132.64,132.74,133.81,133.85,134.34,134.76,134.57,134.7,134.35,134.98,136.8,138.18,137.56,137.27,137.65,138.24,138.62,138.97,140.21,139.54,140.17,140.78,144.19,146.01,145.62,146.15,146.03,146.41,108.75,109.04,108.92,109.03,109.56,110.28,111.21,111.75,112.54,112.61,114.06,116.85,117.01,115.69,116.2,116.31,117.53,118.65,119.82,119.58,119.84,119.99,120.73,122.78,122.71,122.25,122.23,122.12,122.28,123.74,124.53,123.55,123.94,123.73,124.3,125.52,126.26,127.61,127.24,127.31,127.66,128.92,129,129.54,129.55,128.93,129.51,130.28,130.93,131.27,130.57,130.88,131.23,132.37,132.55,132.48,132.08,132.1,132.01,132.62,132.55,132.06,131.82,132.05,132.87,133.08,133.21,133.78,133.09,133.28,133.59,134.52,102.2,103.03,103.67,103.93,104,104.58,104.41,104.35,104,103.66,103.74,104.05,105.54,106.72,107.1,106.88,108.33,108.71,108.21,108.1,107.27,107.19,107.54,108.62,109.93,109.8,110.55,111.34,112.11,112.88,113.87,113.26,114.48,112.83,113.3,113.89,114.61,114.79,114.85,114.64,114.65,115.45,115.4,115.75,115.84,116.13,115.8
KOTA AMBON,149.48,152.22,148.07,150.76,155.86,110.68,112.73,115.33,116.28,114.38,112.78,110.7,112.05,112.84,113.2,113.65,113.52,110.45,111.66,113.08,112.46,113.32,113.89,117.87,121.68,120.89,121.22,120.6,120.52,121.54,123.09,126.05,127.25,126.88,126.57,128.22,127.16,127.21,126.62,126.73,128.84,133.69,132.09,133.18,132.65,131.76,131.31,131.87,134.01,135.77,137.57,138.65,138.73,142.05,144.47,144.74,142.03,138.56,139.43,140.74,143.29,140.01,141.12,141.5,144.68,144.46,150.28,157.48,156.03,150.07,150.86,153.14,108.58,109.5,110.2,111.21,111.65,111.85,112.01,112.15,111.86,112.03,112.95,115.04,117.77,118.98,119.5,119.9,121.17,120.87,122.11,119.95,120.41,121.64,121.1,121.85,122.19,122.41,121.97,120.67,122.65,122.93,123.54,124.07,123.93,124.59,125.19,125.85,126.2,125.26,126.67,125.71,125.96,129.63,130.75,128.03,127.74,126.11,125.37,125.79,126.58,127.43,127.25,126.57,128.07,129.27,127.4,127.59,127.02,127.59,128.68,130.23,130.85,131.04,132.17,131.96,133.89,134.45,134.41,134.17,134.1,134.47,133.35,132.91,106.1,106.32,105.56,105.44,105.66,106.11,106.17,106.63,106.41,105.78,105.59,105.52,105.54,105.09,105.49,105.66,106.48,107.37,107.44,107.32,107.45,107.7,108.93,109.79,110.16,109.67,110.2,110.99,111.76,111.85,113.72,114.65,114.99,114.85,116.17,116.81,116.56,115.85,116.04,116.38,117.38,118.67,118.6,118.18,118.48,118.94,119.61
KOTA TUAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.67,115.33,112.53,112.7,113.29,113.36,116.58,118.63,117.57,120.13,123.57,125.34,126.58,130.63,130.83,132.54,134.65,133.57,133.99,135.55,133.64,131.59,132.94,136.09,136.49,134.68,135.79,136.09,135.28,137.6,138.51,138.13,137.15,138.16,137.79,140.13,140.27,141.72,142.83,143.06,144.44,150.91,154.37,151.21,153.62,155.24,150.99,153.31,153.54,154.04,150.5,147.1,149.87,153.19,154.11,152.09,152.3,153.38,154.98,155.79,154.44,159.05,154.23,154.51,159,160.83,158.34,158.88,159.92,159.94,159.2,159.44,105.22,104.91,104.33,104.65,105.33,106.46,106.1,105.5,105.72,105.62,106.83,106.66,106.63,106.55,106.76,107.31,107.43,108.11,109.36,109.47,109.55,108.94,108.77,110.34,110.56,109.32,109.02,110.92,112.27,113,114.88,113.84,115,113.45,114.4,115.33,115.94,116.68,117.19,117.74,118.55,119.29,118.69,119.17,119.9,118.61,118
KOTA TERNATE,162.96,164.89,167.79,168.54,172.88,112.14,113.64,115.18,116.96,116.21,115.86,115.88,116.35,116.43,117.33,118.38,118.27,117.01,117.23,117.57,118.55,118.76,119.26,120.38,122.22,122.13,122.53,121.07,121.22,120.99,122.45,124.82,124.11,124.12,125.34,126.78,126.37,126.83,127.41,128.07,128.41,129.17,130.22,130.83,130.62,129.85,130.41,132.51,132.32,133.35,133.2,134.33,133.87,134.73,136.56,137.2,135.68,134.54,135.82,136.87,136.59,137.81,138.49,138.67,138.38,138.68,147.05,152.43,148.78,149.44,149,150.25,112.35,111.57,112.16,112.95,112.83,114.28,117.19,116,117.01,118.13,118.61,122.3,121.63,120.62,121.04,121.79,122.58,123.67,124.78,126.73,124.73,125.87,125.9,127.83,128.5,127.28,127.64,127.71,128.08,128.46,129.79,129.66,129.78,129.51,129.85,130.27,131.09,131.13,130.72,131.19,131.45,133.49,134.56,132.53,131.86,132.55,131.15,132.84,133.71,134.19,135.01,135.84,136.38,138.71,137.09,136.71,136.7,136.87,137.23,138.31,139.36,139.03,138.99,139.46,140.29,140.98,140.81,141.42,140.31,140.32,140.91,141.11,104.19,105.23,104.73,104.86,105.79,105.43,104.43,104.98,104.2,104.49,105.31,106.05,105.51,106.08,106.16,106.43,106.9,106.67,107.26,106.61,106.49,107.19,107.46,108.57,108.33,107.13,107.49,108.37,108.66,109.02,111,110.73,111.3,110.75,110.96,112.23,112.34,114.42,112.98,114.47,114.86,114.87,115.21,115.51,115.02,115.52,115.29
